"X-Accelerate(m^2/s)","Y-Accelerate(m^2/s)","Z-Accelerate(m^2/s)"
0.248000,-0.046000,3.244976
0.248000,-0.046000,3.244976
-0.190000,0.126000,2.213701
-0.190000,0.126000,2.213701
-0.190000,0.126000,2.213701
-0.190000,0.126000,2.213701
-0.190000,0.126000,2.213701
0.108000,-0.248000,2.175055
0.108000,-0.248000,2.175055
0.108000,-0.248000,2.175055
0.108000,-0.248000,2.175055
0.108000,-0.248000,2.175055
-0.034000,-0.088000,2.909956
-0.034000,-0.088000,2.909956
-0.034000,-0.088000,2.909956
-0.034000,-0.088000,2.909956
-0.034000,-0.088000,2.909956
0.212000,-0.222000,1.684829
0.212000,-0.222000,1.684829
0.212000,-0.222000,1.684829
0.212000,-0.222000,1.684829
0.212000,-0.222000,1.684829
-0.022000,0.102000,2.052606
-0.022000,0.102000,2.052606
-0.022000,0.102000,2.052606
-0.022000,0.102000,2.052606
-0.022000,0.102000,2.052606
-0.058000,-0.108000,2.491169
-0.058000,-0.108000,2.491169
-0.058000,-0.108000,2.491169
-0.058000,-0.108000,2.491169
-0.058000,-0.108000,2.491169
-0.102000,-0.046000,1.386120
-0.102000,-0.046000,1.386120
-0.102000,-0.046000,1.386120
-0.102000,-0.046000,1.386120
-0.102000,-0.046000,1.386120
0.218000,-0.316000,2.084180
0.218000,-0.316000,2.084180
0.218000,-0.316000,2.084180
0.218000,-0.316000,2.084180
0.218000,-0.316000,2.084180
-0.184000,0.086000,2.858150
-0.184000,0.086000,2.858150
-0.184000,0.086000,2.858150
-0.184000,0.086000,2.858150
-0.184000,0.086000,2.858150
-0.068000,0.142000,2.375316
-0.068000,0.142000,2.375316
-0.068000,0.142000,2.375316
-0.068000,0.142000,2.375316
-0.068000,0.142000,2.375316
-0.156000,-0.128000,2.454803
-0.156000,-0.128000,2.454803
-0.156000,-0.128000,2.454803
-0.156000,-0.128000,2.454803
-0.156000,-0.128000,2.454803
-0.140000,0.262000,2.520630
-0.140000,0.262000,2.520630
-0.140000,0.262000,2.520630
-0.140000,0.262000,2.520630
-0.140000,0.262000,2.520630
0.082000,-0.172000,2.677451
0.082000,-0.172000,2.677451
0.082000,-0.172000,2.677451
0.082000,-0.172000,2.677451
0.082000,-0.172000,2.677451
0.098000,-0.104000,2.021496
0.098000,-0.104000,2.021496
0.098000,-0.104000,2.021496
0.098000,-0.104000,2.021496
0.098000,-0.104000,2.021496
0.028000,0.016000,2.746550
0.028000,0.016000,2.746550
0.028000,0.016000,2.746550
0.028000,0.016000,2.746550
0.028000,0.016000,2.746550
-0.138000,-0.054000,2.632519
-0.138000,-0.054000,2.632519
-0.138000,-0.054000,2.632519
-0.138000,-0.054000,2.632519
-0.138000,-0.054000,2.632519
-0.032000,-0.036000,2.308705
-0.032000,-0.036000,2.308705
-0.032000,-0.036000,2.308705
-0.032000,-0.036000,2.308705
-0.032000,-0.036000,2.308705
0.042000,-0.118000,1.883666
0.042000,-0.118000,1.883666
0.042000,-0.118000,1.883666
0.042000,-0.118000,1.883666
0.042000,-0.118000,1.883666
0.276000,0.248000,1.959334
0.276000,0.248000,1.959334
0.276000,0.248000,1.959334
0.276000,0.248000,1.959334
0.276000,0.248000,1.959334
0.140000,0.008000,2.258718
0.140000,0.008000,2.258718
0.140000,0.008000,2.258718
0.140000,0.008000,2.258718
0.140000,0.008000,2.258718
0.304000,-0.080000,2.628738
0.304000,-0.080000,2.628738
0.304000,-0.080000,2.628738
0.304000,-0.080000,2.628738
0.304000,-0.080000,2.628738
-0.080000,-0.066000,2.081112
-0.080000,-0.066000,2.081112
-0.080000,-0.066000,2.081112
-0.080000,-0.066000,2.081112
-0.080000,-0.066000,2.081112
-0.042000,-0.106000,1.963757
-0.042000,-0.106000,1.963757
-0.042000,-0.106000,1.963757
-0.042000,-0.106000,1.963757
-0.042000,-0.106000,1.963757
-0.030000,-0.062000,2.089152
-0.030000,-0.062000,2.089152
-0.030000,-0.062000,2.089152
-0.030000,-0.062000,2.089152
-0.030000,-0.062000,2.089152
0.258000,-0.010000,1.955479
0.258000,-0.010000,1.955479
0.258000,-0.010000,1.955479
0.258000,-0.010000,1.955479
0.258000,-0.010000,1.955479
-0.092000,-0.114000,1.206969
-0.092000,-0.114000,1.206969
-0.092000,-0.114000,1.206969
-0.092000,-0.114000,1.206969
-0.092000,-0.114000,1.206969
-0.094000,0.006000,2.342602
-0.094000,0.006000,2.342602
-0.094000,0.006000,2.342602
-0.094000,0.006000,2.342602
-0.094000,0.006000,2.342602
-0.094000,0.154000,2.160925
-0.094000,0.154000,2.160925
-0.094000,0.154000,2.160925
-0.094000,0.154000,2.160925
-0.094000,0.154000,2.160925
-0.278000,0.030000,1.285734
-0.278000,0.030000,1.285734
-0.278000,0.030000,1.285734
-0.278000,0.030000,1.285734
-0.278000,0.030000,1.285734
0.014000,-0.164000,2.171002
0.014000,-0.164000,2.171002
0.014000,-0.164000,2.171002
0.014000,-0.164000,2.171002
0.014000,-0.164000,2.171002
0.192000,-0.030000,2.387798
0.192000,-0.030000,2.387798
0.192000,-0.030000,2.387798
0.192000,-0.030000,2.387798
0.192000,-0.030000,2.387798
0.240000,0.238000,2.602894
0.240000,0.238000,2.602894
0.240000,0.238000,2.602894
0.240000,0.238000,2.602894
0.240000,0.238000,2.602894
0.002000,0.208000,2.697578
0.002000,0.208000,2.697578
0.002000,0.208000,2.697578
0.002000,0.208000,2.697578
0.002000,0.208000,2.697578
-0.018000,0.124000,2.810118
-0.018000,0.124000,2.810118
-0.018000,0.124000,2.810118
-0.018000,0.124000,2.810118
-0.018000,0.124000,2.810118
0.070000,-0.132000,2.645997
0.070000,-0.132000,2.645997
0.070000,-0.132000,2.645997
0.070000,-0.132000,2.645997
0.070000,-0.132000,2.645997
0.024000,0.002000,2.040989
0.024000,0.002000,2.040989
0.024000,0.002000,2.040989
0.024000,0.002000,2.040989
0.024000,0.002000,2.040989
0.262000,0.032000,2.843491
0.262000,0.032000,2.843491
0.262000,0.032000,2.843491
0.262000,0.032000,2.843491
0.262000,0.032000,2.843491
-0.090000,-0.104000,2.476573
-0.090000,-0.104000,2.476573
-0.090000,-0.104000,2.476573
-0.090000,-0.104000,2.476573
-0.090000,-0.104000,2.476573
-0.054000,0.060000,2.612665
-0.054000,0.060000,2.612665
-0.054000,0.060000,2.612665
-0.054000,0.060000,2.612665
-0.054000,0.060000,2.612665
-0.070000,0.012000,2.358256
-0.070000,0.012000,2.358256
-0.070000,0.012000,2.358256
-0.070000,0.012000,2.358256
-0.070000,0.012000,2.358256
-0.082000,0.020000,2.773875
-0.082000,0.020000,2.773875
-0.082000,0.020000,2.773875
-0.082000,0.020000,2.773875
-0.082000,0.020000,2.773875
0.092000,-0.172000,2.157047
0.092000,-0.172000,2.157047
0.092000,-0.172000,2.157047
0.092000,-0.172000,2.157047
0.092000,-0.172000,2.157047
-0.198000,-0.140000,1.947555
-0.198000,-0.140000,1.947555
-0.198000,-0.140000,1.947555
-0.198000,-0.140000,1.947555
-0.198000,-0.140000,1.947555
-0.174000,-0.104000,2.190053
-0.174000,-0.104000,2.190053
-0.174000,-0.104000,2.190053
-0.174000,-0.104000,2.190053
-0.174000,-0.104000,2.190053
-0.032000,0.050000,2.012977
-0.032000,0.050000,2.012977
-0.032000,0.050000,2.012977
-0.032000,0.050000,2.012977
-0.032000,0.050000,2.012977
-0.100000,-0.162000,2.196249
-0.100000,-0.162000,2.196249
-0.100000,-0.162000,2.196249
-0.100000,-0.162000,2.196249
-0.100000,-0.162000,2.196249
0.074000,-0.096000,2.312270
0.074000,-0.096000,2.312270
0.074000,-0.096000,2.312270
0.074000,-0.096000,2.312270
0.074000,-0.096000,2.312270
-0.184000,0.104000,1.836857
-0.184000,0.104000,1.836857
-0.184000,0.104000,1.836857
-0.184000,0.104000,1.836857
-0.184000,0.104000,1.836857
-0.084000,-0.060000,2.040508
-0.084000,-0.060000,2.040508
-0.084000,-0.060000,2.040508
-0.084000,-0.060000,2.040508
-0.084000,-0.060000,2.040508
0.198000,0.256000,2.887555
0.198000,0.256000,2.887555
0.198000,0.256000,2.887555
0.198000,0.256000,2.887555
0.198000,0.256000,2.887555
0.092000,0.098000,1.854625
0.092000,0.098000,1.854625
0.092000,0.098000,1.854625
0.092000,0.098000,1.854625
0.092000,0.098000,1.854625
0.088000,-0.074000,3.149890
0.088000,-0.074000,3.149890
0.088000,-0.074000,3.149890
0.088000,-0.074000,3.149890
0.088000,-0.074000,3.149890
0.090000,-0.042000,3.317801
0.090000,-0.042000,3.317801
0.090000,-0.042000,3.317801
0.090000,-0.042000,3.317801
0.090000,-0.042000,3.317801
0.178000,-0.086000,1.860749
0.178000,-0.086000,1.860749
0.178000,-0.086000,1.860749
0.178000,-0.086000,1.860749
0.178000,-0.086000,1.860749
-0.036000,-0.036000,2.176788
-0.036000,-0.036000,2.176788
-0.036000,-0.036000,2.176788
-0.036000,-0.036000,2.176788
-0.036000,-0.036000,2.176788
-0.020000,0.114000,1.777606
-0.020000,0.114000,1.777606
-0.020000,0.114000,1.777606
-0.020000,0.114000,1.777606
-0.020000,0.114000,1.777606
-0.182000,0.072000,2.392935
-0.182000,0.072000,2.392935
-0.182000,0.072000,2.392935
-0.182000,0.072000,2.392935
-0.182000,0.072000,2.392935
-0.096000,-0.088000,2.189990
-0.096000,-0.088000,2.189990
-0.096000,-0.088000,2.189990
-0.096000,-0.088000,2.189990
-0.096000,-0.088000,2.189990
-0.122000,-0.152000,2.347212
-0.122000,-0.152000,2.347212
-0.122000,-0.152000,2.347212
-0.122000,-0.152000,2.347212
-0.122000,-0.152000,2.347212
-0.030000,0.274000,2.152943
-0.030000,0.274000,2.152943
-0.030000,0.274000,2.152943
-0.030000,0.274000,2.152943
-0.030000,0.274000,2.152943
0.122000,0.008000,1.941396
0.122000,0.008000,1.941396
0.122000,0.008000,1.941396
0.122000,0.008000,1.941396
0.122000,0.008000,1.941396
0.154000,0.190000,1.833275
0.154000,0.190000,1.833275
0.154000,0.190000,1.833275
0.154000,0.190000,1.833275
0.154000,0.190000,1.833275
-0.194000,-0.104000,2.153874
-0.194000,-0.104000,2.153874
-0.194000,-0.104000,2.153874
-0.194000,-0.104000,2.153874
-0.194000,-0.104000,2.153874
-0.118000,0.126000,1.925030
-0.118000,0.126000,1.925030
-0.118000,0.126000,1.925030
-0.118000,0.126000,1.925030
-0.118000,0.126000,1.925030
0.064000,-0.056000,2.265686
0.064000,-0.056000,2.265686
0.064000,-0.056000,2.265686
0.064000,-0.056000,2.265686
0.064000,-0.056000,2.265686
0.042000,-0.020000,1.879038
0.042000,-0.020000,1.879038
0.042000,-0.020000,1.879038
0.042000,-0.020000,1.879038
0.042000,-0.020000,1.879038
-0.056000,0.266000,2.121462
-0.056000,0.266000,2.121462
-0.056000,0.266000,2.121462
-0.056000,0.266000,2.121462
-0.056000,0.266000,2.121462
0.186000,0.190000,2.044116
0.186000,0.190000,2.044116
0.186000,0.190000,2.044116
0.186000,0.190000,2.044116
0.186000,0.190000,2.044116
0.134000,-0.038000,2.292072
0.134000,-0.038000,2.292072
0.134000,-0.038000,2.292072
0.134000,-0.038000,2.292072
0.134000,-0.038000,2.292072
-0.010000,0.046000,1.310909
-0.010000,0.046000,1.310909
-0.010000,0.046000,1.310909
-0.010000,0.046000,1.310909
-0.010000,0.046000,1.310909
-0.080000,-0.028000,1.696796
-0.080000,-0.028000,1.696796
-0.080000,-0.028000,1.696796
-0.080000,-0.028000,1.696796
-0.080000,-0.028000,1.696796
-0.158000,0.186000,1.951497
-0.158000,0.186000,1.951497
-0.158000,0.186000,1.951497
-0.158000,0.186000,1.951497
-0.158000,0.186000,1.951497
-0.110000,0.012000,3.081375
-0.110000,0.012000,3.081375
-0.110000,0.012000,3.081375
-0.110000,0.012000,3.081375
-0.110000,0.012000,3.081375
0.056000,0.040000,3.394597
0.056000,0.040000,3.394597
0.056000,0.040000,3.394597
0.056000,0.040000,3.394597
0.056000,0.040000,3.394597
-0.330000,0.152000,2.814185
-0.330000,0.152000,2.814185
-0.330000,0.152000,2.814185
-0.330000,0.152000,2.814185
-0.330000,0.152000,2.814185
0.196000,0.236000,3.014337
0.196000,0.236000,3.014337
0.196000,0.236000,3.014337
0.196000,0.236000,3.014337
0.196000,0.236000,3.014337
-0.044000,0.226000,1.807488
-0.044000,0.226000,1.807488
-0.044000,0.226000,1.807488
-0.044000,0.226000,1.807488
-0.044000,0.226000,1.807488
-0.004000,-0.212000,3.123342
-0.004000,-0.212000,3.123342
-0.004000,-0.212000,3.123342
-0.004000,-0.212000,3.123342
-0.004000,-0.212000,3.123342
0.138000,-0.056000,2.196032
0.138000,-0.056000,2.196032
0.138000,-0.056000,2.196032
0.138000,-0.056000,2.196032
0.138000,-0.056000,2.196032
-0.070000,0.046000,2.326787
-0.070000,0.046000,2.326787
-0.070000,0.046000,2.326787
-0.070000,0.046000,2.326787
-0.070000,0.046000,2.326787
-0.160000,0.224000,1.463649
-0.160000,0.224000,1.463649
-0.160000,0.224000,1.463649
-0.160000,0.224000,1.463649
-0.160000,0.224000,1.463649
-0.054000,0.140000,2.828888
-0.054000,0.140000,2.828888
-0.054000,0.140000,2.828888
-0.054000,0.140000,2.828888
-0.054000,0.140000,2.828888
-0.130000,0.238000,1.512702
-0.130000,0.238000,1.512702
-0.130000,0.238000,1.512702
-0.130000,0.238000,1.512702
-0.130000,0.238000,1.512702
0.088000,0.240000,2.023245
0.088000,0.240000,2.023245
0.088000,0.240000,2.023245
0.088000,0.240000,2.023245
0.088000,0.240000,2.023245
-0.142000,0.044000,2.183407
-0.142000,0.044000,2.183407
-0.142000,0.044000,2.183407
-0.142000,0.044000,2.183407
-0.142000,0.044000,2.183407
0.112000,0.036000,2.235418
0.112000,0.036000,2.235418
0.112000,0.036000,2.235418
0.112000,0.036000,2.235418
0.112000,0.036000,2.235418
-0.190000,-0.084000,2.486255
-0.190000,-0.084000,2.486255
-0.190000,-0.084000,2.486255
-0.190000,-0.084000,2.486255
-0.190000,-0.084000,2.486255
0.140000,0.008000,2.007966
0.140000,0.008000,2.007966
0.140000,0.008000,2.007966
0.140000,0.008000,2.007966
0.140000,0.008000,2.007966
0.102000,-0.108000,1.906907
0.102000,-0.108000,1.906907
0.102000,-0.108000,1.906907
0.102000,-0.108000,1.906907
0.102000,-0.108000,1.906907
-0.004000,0.074000,3.039968
-0.004000,0.074000,3.039968
-0.004000,0.074000,3.039968
-0.004000,0.074000,3.039968
-0.004000,0.074000,3.039968
-0.056000,-0.002000,2.435157
-0.056000,-0.002000,2.435157
-0.056000,-0.002000,2.435157
-0.056000,-0.002000,2.435157
-0.056000,-0.002000,2.435157
-0.174000,0.040000,2.385945
-0.174000,0.040000,2.385945
-0.174000,0.040000,2.385945
-0.174000,0.040000,2.385945
-0.174000,0.040000,2.385945
-0.152000,0.160000,2.778554
-0.152000,0.160000,2.778554
-0.152000,0.160000,2.778554
-0.152000,0.160000,2.778554
-0.152000,0.160000,2.778554
-0.054000,-0.150000,1.533977
-0.054000,-0.150000,1.533977
-0.054000,-0.150000,1.533977
-0.054000,-0.150000,1.533977
-0.054000,-0.150000,1.533977
-0.074000,0.064000,2.682201
-0.074000,0.064000,2.682201
-0.074000,0.064000,2.682201
-0.074000,0.064000,2.682201
-0.074000,0.064000,2.682201
0.156000,0.158000,2.991140
0.156000,0.158000,2.991140
0.156000,0.158000,2.991140
0.156000,0.158000,2.991140
0.156000,0.158000,2.991140
-0.032000,0.020000,2.054508
-0.032000,0.020000,2.054508
-0.032000,0.020000,2.054508
-0.032000,0.020000,2.054508
-0.032000,0.020000,2.054508
0.022000,-0.176000,2.005202
0.022000,-0.176000,2.005202
0.022000,-0.176000,2.005202
0.022000,-0.176000,2.005202
0.022000,-0.176000,2.005202
-0.148000,0.118000,2.652868
-0.148000,0.118000,2.652868
-0.148000,0.118000,2.652868
-0.148000,0.118000,2.652868
-0.148000,0.118000,2.652868
-0.098000,0.082000,2.635024
-0.098000,0.082000,2.635024
-0.098000,0.082000,2.635024
-0.098000,0.082000,2.635024
-0.098000,0.082000,2.635024
-0.094000,-0.234000,2.821328
-0.094000,-0.234000,2.821328
-0.094000,-0.234000,2.821328
-0.094000,-0.234000,2.821328
-0.094000,-0.234000,2.821328
-0.016000,0.012000,2.580842
-0.016000,0.012000,2.580842
-0.016000,0.012000,2.580842
-0.016000,0.012000,2.580842
-0.016000,0.012000,2.580842
0.010000,-0.170000,2.519124
0.010000,-0.170000,2.519124
0.010000,-0.170000,2.519124
0.010000,-0.170000,2.519124
0.010000,-0.170000,2.519124
0.202000,-0.042000,1.337872
0.202000,-0.042000,1.337872
0.202000,-0.042000,1.337872
0.202000,-0.042000,1.337872
0.202000,-0.042000,1.337872
0.114000,-0.046000,1.893329
0.114000,-0.046000,1.893329
0.114000,-0.046000,1.893329
0.114000,-0.046000,1.893329
0.114000,-0.046000,1.893329
0.226000,-0.240000,2.388647
0.226000,-0.240000,2.388647
0.226000,-0.240000,2.388647
0.226000,-0.240000,2.388647
0.226000,-0.240000,2.388647
0.042000,0.088000,2.778097
0.042000,0.088000,2.778097
0.042000,0.088000,2.778097
0.042000,0.088000,2.778097
0.042000,0.088000,2.778097
0.094000,-0.074000,1.897383
0.094000,-0.074000,1.897383
0.094000,-0.074000,1.897383
0.094000,-0.074000,1.897383
0.094000,-0.074000,1.897383
-0.048000,0.058000,1.715092
-0.048000,0.058000,1.715092
-0.048000,0.058000,1.715092
-0.048000,0.058000,1.715092
-0.048000,0.058000,1.715092
0.130000,-0.032000,2.385840
0.130000,-0.032000,2.385840
0.130000,-0.032000,2.385840
0.130000,-0.032000,2.385840
0.130000,-0.032000,2.385840
0.056000,-0.328000,2.248942
0.056000,-0.328000,2.248942
0.056000,-0.328000,2.248942
0.056000,-0.328000,2.248942
0.056000,-0.328000,2.248942
-0.070000,0.020000,1.794486
-0.070000,0.020000,1.794486
-0.070000,0.020000,1.794486
-0.070000,0.020000,1.794486
-0.070000,0.020000,1.794486
0.110000,-0.214000,1.808618
0.110000,-0.214000,1.808618
0.110000,-0.214000,1.808618
0.110000,-0.214000,1.808618
0.110000,-0.214000,1.808618
0.196000,0.168000,3.343998
0.196000,0.168000,3.343998
0.196000,0.168000,3.343998
0.196000,0.168000,3.343998
0.196000,0.168000,3.343998
-0.024000,0.016000,2.003769
-0.024000,0.016000,2.003769
-0.024000,0.016000,2.003769
-0.024000,0.016000,2.003769
-0.024000,0.016000,2.003769
-0.258000,0.174000,1.467522
-0.258000,0.174000,1.467522
-0.258000,0.174000,1.467522
-0.258000,0.174000,1.467522
-0.258000,0.174000,1.467522
-0.016000,-0.086000,1.936686
-0.016000,-0.086000,1.936686
-0.016000,-0.086000,1.936686
-0.016000,-0.086000,1.936686
-0.016000,-0.086000,1.936686
0.136000,-0.172000,2.303869
0.136000,-0.172000,2.303869
0.136000,-0.172000,2.303869
0.136000,-0.172000,2.303869
0.136000,-0.172000,2.303869
0.078000,0.036000,1.699152
0.078000,0.036000,1.699152
0.078000,0.036000,1.699152
0.078000,0.036000,1.699152
0.078000,0.036000,1.699152
0.006000,0.012000,1.815912
0.006000,0.012000,1.815912
0.006000,0.012000,1.815912
0.006000,0.012000,1.815912
0.006000,0.012000,1.815912
-0.122000,-0.098000,2.248823
-0.122000,-0.098000,2.248823
-0.122000,-0.098000,2.248823
-0.122000,-0.098000,2.248823
-0.122000,-0.098000,2.248823
0.066000,-0.150000,1.323263
0.066000,-0.150000,1.323263
0.066000,-0.150000,1.323263
0.066000,-0.150000,1.323263
0.066000,-0.150000,1.323263
0.076000,0.278000,2.645739
0.076000,0.278000,2.645739
0.076000,0.278000,2.645739
0.076000,0.278000,2.645739
0.076000,0.278000,2.645739
0.114000,0.102000,2.330472
0.114000,0.102000,2.330472
0.114000,0.102000,2.330472
0.114000,0.102000,2.330472
0.114000,0.102000,2.330472
0.114000,0.096000,2.027167
0.114000,0.096000,2.027167
0.114000,0.096000,2.027167
0.114000,0.096000,2.027167
0.114000,0.096000,2.027167
-0.186000,-0.162000,2.335546
-0.186000,-0.162000,2.335546
-0.186000,-0.162000,2.335546
-0.186000,-0.162000,2.335546
-0.186000,-0.162000,2.335546
-0.070000,-0.012000,1.393186
-0.070000,-0.012000,1.393186
-0.070000,-0.012000,1.393186
-0.070000,-0.012000,1.393186
-0.070000,-0.012000,1.393186
0.080000,0.116000,1.749409
0.080000,0.116000,1.749409
0.080000,0.116000,1.749409
0.080000,0.116000,1.749409
0.080000,0.116000,1.749409
0.202000,-0.120000,2.205532
0.202000,-0.120000,2.205532
0.202000,-0.120000,2.205532
0.202000,-0.120000,2.205532
0.202000,-0.120000,2.205532
0.020000,-0.024000,1.726610
0.020000,-0.024000,1.726610
0.020000,-0.024000,1.726610
0.020000,-0.024000,1.726610
0.020000,-0.024000,1.726610
0.196000,-0.158000,2.180768
0.196000,-0.158000,2.180768
0.196000,-0.158000,2.180768
0.196000,-0.158000,2.180768
0.196000,-0.158000,2.180768
0.042000,0.016000,2.441535
0.042000,0.016000,2.441535
0.042000,0.016000,2.441535
0.042000,0.016000,2.441535
0.042000,0.016000,2.441535
-0.004000,0.036000,2.318141
-0.004000,0.036000,2.318141
-0.004000,0.036000,2.318141
-0.004000,0.036000,2.318141
-0.004000,0.036000,2.318141
-0.172000,-0.160000,1.898778
-0.172000,-0.160000,1.898778
-0.172000,-0.160000,1.898778
-0.172000,-0.160000,1.898778
-0.172000,-0.160000,1.898778
0.018000,-0.130000,1.853211
0.018000,-0.130000,1.853211
0.018000,-0.130000,1.853211
0.018000,-0.130000,1.853211
0.018000,-0.130000,1.853211
0.006000,-0.010000,2.573348
0.006000,-0.010000,2.573348
0.006000,-0.010000,2.573348
0.006000,-0.010000,2.573348
0.006000,-0.010000,2.573348
-0.064000,-0.100000,2.555063
-0.064000,-0.100000,2.555063
-0.064000,-0.100000,2.555063
-0.064000,-0.100000,2.555063
-0.064000,-0.100000,2.555063
0.116000,-0.170000,1.502151
0.116000,-0.170000,1.502151
0.116000,-0.170000,1.502151
0.116000,-0.170000,1.502151
0.116000,-0.170000,1.502151
-0.062000,-0.188000,2.477524
-0.062000,-0.188000,2.477524
-0.062000,-0.188000,2.477524
-0.062000,-0.188000,2.477524
-0.062000,-0.188000,2.477524
-0.084000,0.192000,2.024794
-0.084000,0.192000,2.024794
-0.084000,0.192000,2.024794
-0.084000,0.192000,2.024794
-0.084000,0.192000,2.024794
-0.064000,-0.062000,2.121409
-0.064000,-0.062000,2.121409
-0.064000,-0.062000,2.121409
-0.064000,-0.062000,2.121409
-0.064000,-0.062000,2.121409
-0.098000,0.016000,2.367515
-0.098000,0.016000,2.367515
-0.098000,0.016000,2.367515
-0.098000,0.016000,2.367515
-0.098000,0.016000,2.367515
0.072000,-0.078000,2.064343
0.072000,-0.078000,2.064343
0.072000,-0.078000,2.064343
0.072000,-0.078000,2.064343
0.072000,-0.078000,2.064343
-0.052000,0.130000,2.640483
-0.052000,0.130000,2.640483
-0.052000,0.130000,2.640483
-0.052000,0.130000,2.640483
-0.052000,0.130000,2.640483
-0.134000,-0.102000,2.228509
-0.134000,-0.102000,2.228509
-0.134000,-0.102000,2.228509
-0.134000,-0.102000,2.228509
-0.134000,-0.102000,2.228509
0.082000,-0.028000,2.966435
0.082000,-0.028000,2.966435
0.082000,-0.028000,2.966435
0.082000,-0.028000,2.966435
0.082000,-0.028000,2.966435
0.048000,0.242000,1.559217
0.048000,0.242000,1.559217
0.048000,0.242000,1.559217
0.048000,0.242000,1.559217
0.048000,0.242000,1.559217
-0.108000,-0.052000,2.547874
-0.108000,-0.052000,2.547874
-0.108000,-0.052000,2.547874
-0.108000,-0.052000,2.547874
-0.108000,-0.052000,2.547874
0.116000,-0.114000,2.262287
0.116000,-0.114000,2.262287
0.116000,-0.114000,2.262287
0.116000,-0.114000,2.262287
0.116000,-0.114000,2.262287
-0.166000,0.094000,2.506519
-0.166000,0.094000,2.506519
-0.166000,0.094000,2.506519
-0.166000,0.094000,2.506519
-0.166000,0.094000,2.506519
0.104000,-0.108000,2.303872
0.104000,-0.108000,2.303872
0.104000,-0.108000,2.303872
0.104000,-0.108000,2.303872
0.104000,-0.108000,2.303872
-0.026000,0.126000,0.966038
-0.026000,0.126000,0.966038
-0.026000,0.126000,0.966038
-0.026000,0.126000,0.966038
-0.026000,0.126000,0.966038
-0.182000,0.044000,2.926756
-0.182000,0.044000,2.926756
-0.182000,0.044000,2.926756
-0.182000,0.044000,2.926756
-0.182000,0.044000,2.926756
0.062000,0.086000,1.952753
0.062000,0.086000,1.952753
0.062000,0.086000,1.952753
0.062000,0.086000,1.952753
0.062000,0.086000,1.952753
-0.026000,0.006000,1.572941
-0.026000,0.006000,1.572941
-0.026000,0.006000,1.572941
-0.026000,0.006000,1.572941
-0.026000,0.006000,1.572941
0.016000,-0.226000,1.630446
0.016000,-0.226000,1.630446
0.016000,-0.226000,1.630446
0.016000,-0.226000,1.630446
0.016000,-0.226000,1.630446
-0.052000,0.040000,2.517117
-0.052000,0.040000,2.517117
-0.052000,0.040000,2.517117
-0.052000,0.040000,2.517117
-0.052000,0.040000,2.517117
0.148000,-0.168000,2.374758
0.148000,-0.168000,2.374758
0.148000,-0.168000,2.374758
0.148000,-0.168000,2.374758
0.148000,-0.168000,2.374758
-0.050000,0.168000,1.535632
-0.050000,0.168000,1.535632
-0.050000,0.168000,1.535632
-0.050000,0.168000,1.535632
-0.050000,0.168000,1.535632
0.200000,0.012000,1.208016
0.200000,0.012000,1.208016
0.200000,0.012000,1.208016
0.200000,0.012000,1.208016
0.200000,0.012000,1.208016
-0.150000,0.186000,2.965722
-0.150000,0.186000,2.965722
-0.150000,0.186000,2.965722
-0.150000,0.186000,2.965722
-0.150000,0.186000,2.965722
0.162000,0.026000,2.418497
0.162000,0.026000,2.418497
0.162000,0.026000,2.418497
0.162000,0.026000,2.418497
0.162000,0.026000,2.418497
0.182000,-0.006000,1.851696
0.182000,-0.006000,1.851696
0.182000,-0.006000,1.851696
0.182000,-0.006000,1.851696
0.182000,-0.006000,1.851696
-0.122000,-0.180000,2.990327
-0.122000,-0.180000,2.990327
-0.122000,-0.180000,2.990327
-0.122000,-0.180000,2.990327
-0.122000,-0.180000,2.990327
0.202000,-0.062000,2.008648
0.202000,-0.062000,2.008648
0.202000,-0.062000,2.008648
0.202000,-0.062000,2.008648
0.202000,-0.062000,2.008648
0.044000,0.124000,1.744583
0.044000,0.124000,1.744583
0.044000,0.124000,1.744583
0.044000,0.124000,1.744583
0.044000,0.124000,1.744583
0.062000,-0.040000,3.011481
0.062000,-0.040000,3.011481
0.062000,-0.040000,3.011481
0.062000,-0.040000,3.011481
0.062000,-0.040000,3.011481
-0.106000,-0.012000,2.167679
-0.106000,-0.012000,2.167679
-0.106000,-0.012000,2.167679
-0.106000,-0.012000,2.167679
-0.106000,-0.012000,2.167679
0.170000,0.032000,2.537946
0.170000,0.032000,2.537946
0.170000,0.032000,2.537946
0.170000,0.032000,2.537946
0.170000,0.032000,2.537946
0.026000,-0.250000,1.393997
0.026000,-0.250000,1.393997
0.026000,-0.250000,1.393997
0.026000,-0.250000,1.393997
0.026000,-0.250000,1.393997
0.046000,-0.172000,2.191346
0.046000,-0.172000,2.191346
0.046000,-0.172000,2.191346
0.046000,-0.172000,2.191346
0.046000,-0.172000,2.191346
0.038000,-0.076000,1.815865
0.038000,-0.076000,1.815865
0.038000,-0.076000,1.815865
0.038000,-0.076000,1.815865
0.038000,-0.076000,1.815865
-0.010000,-0.026000,1.788184
-0.010000,-0.026000,1.788184
-0.010000,-0.026000,1.788184
-0.010000,-0.026000,1.788184
-0.010000,-0.026000,1.788184
-0.086000,-0.156000,2.953516
-0.086000,-0.156000,2.953516
-0.086000,-0.156000,2.953516
