"X-Accelerate(m^2/s)","Y-Accelerate(m^2/s)","Z-Accelerate(m^2/s)"
0.190000,0.032000,2.624324
0.190000,0.032000,2.624324
-0.054000,0.002000,2.095835
-0.054000,0.002000,2.095835
-0.054000,0.002000,2.095835
-0.054000,0.002000,2.095835
-0.054000,0.002000,2.095835
0.114000,0.086000,1.668299
0.114000,0.086000,1.668299
0.114000,0.086000,1.668299
0.114000,0.086000,1.668299
0.114000,0.086000,1.668299
-0.248000,0.092000,2.420521
-0.248000,0.092000,2.420521
-0.248000,0.092000,2.420521
-0.248000,0.092000,2.420521
-0.248000,0.092000,2.420521
-0.216000,0.170000,1.883858
-0.216000,0.170000,1.883858
-0.216000,0.170000,1.883858
-0.216000,0.170000,1.883858
-0.216000,0.170000,1.883858
0.000000,0.214000,2.878657
0.000000,0.214000,2.878657
0.000000,0.214000,2.878657
0.000000,0.214000,2.878657
0.000000,0.214000,2.878657
0.118000,0.080000,1.802107
0.118000,0.080000,1.802107
0.118000,0.080000,1.802107
0.118000,0.080000,1.802107
0.118000,0.080000,1.802107
0.170000,-0.128000,1.777329
0.170000,-0.128000,1.777329
0.170000,-0.128000,1.777329
0.170000,-0.128000,1.777329
0.170000,-0.128000,1.777329
0.048000,0.210000,1.881085
0.048000,0.210000,1.881085
0.048000,0.210000,1.881085
0.048000,0.210000,1.881085
0.048000,0.210000,1.881085
0.108000,0.194000,2.550534
0.108000,0.194000,2.550534
0.108000,0.194000,2.550534
0.108000,0.194000,2.550534
0.108000,0.194000,2.550534
-0.296000,-0.038000,2.683482
-0.296000,-0.038000,2.683482
-0.296000,-0.038000,2.683482
-0.296000,-0.038000,2.683482
-0.296000,-0.038000,2.683482
-0.044000,0.092000,2.214063
-0.044000,0.092000,2.214063
-0.044000,0.092000,2.214063
-0.044000,0.092000,2.214063
-0.044000,0.092000,2.214063
-0.052000,-0.004000,1.609854
-0.052000,-0.004000,1.609854
-0.052000,-0.004000,1.609854
-0.052000,-0.004000,1.609854
-0.052000,-0.004000,1.609854
0.042000,-0.112000,2.380156
0.042000,-0.112000,2.380156
0.042000,-0.112000,2.380156
0.042000,-0.112000,2.380156
0.042000,-0.112000,2.380156
-0.124000,-0.046000,1.740123
-0.124000,-0.046000,1.740123
-0.124000,-0.046000,1.740123
-0.124000,-0.046000,1.740123
-0.124000,-0.046000,1.740123
0.238000,-0.070000,1.717651
0.238000,-0.070000,1.717651
0.238000,-0.070000,1.717651
0.238000,-0.070000,1.717651
0.238000,-0.070000,1.717651
0.040000,0.152000,2.805795
0.040000,0.152000,2.805795
0.040000,0.152000,2.805795
0.040000,0.152000,2.805795
0.040000,0.152000,2.805795
-0.012000,0.134000,2.211034
-0.012000,0.134000,2.211034
-0.012000,0.134000,2.211034
-0.012000,0.134000,2.211034
-0.012000,0.134000,2.211034
0.048000,-0.032000,1.509927
0.048000,-0.032000,1.509927
0.048000,-0.032000,1.509927
0.048000,-0.032000,1.509927
0.048000,-0.032000,1.509927
0.152000,-0.088000,2.505980
0.152000,-0.088000,2.505980
0.152000,-0.088000,2.505980
0.152000,-0.088000,2.505980
0.152000,-0.088000,2.505980
-0.016000,-0.180000,2.324731
-0.016000,-0.180000,2.324731
-0.016000,-0.180000,2.324731
-0.016000,-0.180000,2.324731
-0.016000,-0.180000,2.324731
-0.042000,-0.072000,2.690654
-0.042000,-0.072000,2.690654
-0.042000,-0.072000,2.690654
-0.042000,-0.072000,2.690654
-0.042000,-0.072000,2.690654
0.102000,-0.106000,1.858837
0.102000,-0.106000,1.858837
0.102000,-0.106000,1.858837
0.102000,-0.106000,1.858837
0.102000,-0.106000,1.858837
-0.068000,0.012000,2.410657
-0.068000,0.012000,2.410657
-0.068000,0.012000,2.410657
-0.068000,0.012000,2.410657
-0.068000,0.012000,2.410657
0.120000,0.114000,1.861367
0.120000,0.114000,1.861367
0.120000,0.114000,1.861367
0.120000,0.114000,1.861367
0.120000,0.114000,1.861367
0.116000,-0.246000,2.203268
0.116000,-0.246000,2.203268
0.116000,-0.246000,2.203268
0.116000,-0.246000,2.203268
0.116000,-0.246000,2.203268
0.120000,-0.146000,2.442039
0.120000,-0.146000,2.442039
0.120000,-0.146000,2.442039
0.120000,-0.146000,2.442039
0.120000,-0.146000,2.442039
0.122000,-0.048000,2.073347
0.122000,-0.048000,2.073347
0.122000,-0.048000,2.073347
0.122000,-0.048000,2.073347
0.122000,-0.048000,2.073347
-0.146000,-0.004000,1.865930
-0.146000,-0.004000,1.865930
-0.146000,-0.004000,1.865930
-0.146000,-0.004000,1.865930
-0.146000,-0.004000,1.865930
0.146000,-0.030000,2.707365
0.146000,-0.030000,2.707365
0.146000,-0.030000,2.707365
0.146000,-0.030000,2.707365
0.146000,-0.030000,2.707365
-0.252000,-0.070000,2.086780
-0.252000,-0.070000,2.086780
-0.252000,-0.070000,2.086780
-0.252000,-0.070000,2.086780
-0.252000,-0.070000,2.086780
0.182000,-0.004000,2.031992
0.182000,-0.004000,2.031992
0.182000,-0.004000,2.031992
0.182000,-0.004000,2.031992
0.182000,-0.004000,2.031992
0.200000,-0.054000,2.101473
0.200000,-0.054000,2.101473
0.200000,-0.054000,2.101473
0.200000,-0.054000,2.101473
0.200000,-0.054000,2.101473
-0.162000,0.052000,2.902816
-0.162000,0.052000,2.902816
-0.162000,0.052000,2.902816
-0.162000,0.052000,2.902816
-0.162000,0.052000,2.902816
0.132000,-0.142000,2.609129
0.132000,-0.142000,2.609129
0.132000,-0.142000,2.609129
0.132000,-0.142000,2.609129
0.132000,-0.142000,2.609129
-0.136000,-0.030000,2.173478
-0.136000,-0.030000,2.173478
-0.136000,-0.030000,2.173478
-0.136000,-0.030000,2.173478
-0.136000,-0.030000,2.173478
0.154000,0.068000,2.341168
0.154000,0.068000,2.341168
0.154000,0.068000,2.341168
0.154000,0.068000,2.341168
0.154000,0.068000,2.341168
-0.122000,-0.160000,1.712672
-0.122000,-0.160000,1.712672
-0.122000,-0.160000,1.712672
-0.122000,-0.160000,1.712672
-0.122000,-0.160000,1.712672
0.228000,-0.228000,2.101428
0.228000,-0.228000,2.101428
0.228000,-0.228000,2.101428
0.228000,-0.228000,2.101428
0.228000,-0.228000,2.101428
-0.082000,-0.012000,1.472968
-0.082000,-0.012000,1.472968
-0.082000,-0.012000,1.472968
-0.082000,-0.012000,1.472968
-0.082000,-0.012000,1.472968
-0.122000,-0.190000,2.058899
-0.122000,-0.190000,2.058899
-0.122000,-0.190000,2.058899
-0.122000,-0.190000,2.058899
-0.122000,-0.190000,2.058899
-0.192000,0.152000,2.431534
-0.192000,0.152000,2.431534
-0.192000,0.152000,2.431534
-0.192000,0.152000,2.431534
-0.192000,0.152000,2.431534
0.154000,-0.078000,1.790088
0.154000,-0.078000,1.790088
0.154000,-0.078000,1.790088
0.154000,-0.078000,1.790088
0.154000,-0.078000,1.790088
-0.022000,-0.122000,1.422585
-0.022000,-0.122000,1.422585
-0.022000,-0.122000,1.422585
-0.022000,-0.122000,1.422585
-0.022000,-0.122000,1.422585
-0.158000,0.002000,1.616575
-0.158000,0.002000,1.616575
-0.158000,0.002000,1.616575
-0.158000,0.002000,1.616575
-0.158000,0.002000,1.616575
0.160000,-0.166000,1.610050
0.160000,-0.166000,1.610050
0.160000,-0.166000,1.610050
0.160000,-0.166000,1.610050
0.160000,-0.166000,1.610050
0.004000,0.204000,2.442627
0.004000,0.204000,2.442627
0.004000,0.204000,2.442627
0.004000,0.204000,2.442627
0.004000,0.204000,2.442627
0.010000,-0.034000,2.949578
0.010000,-0.034000,2.949578
0.010000,-0.034000,2.949578
0.010000,-0.034000,2.949578
0.010000,-0.034000,2.949578
0.216000,-0.020000,1.994531
0.216000,-0.020000,1.994531
0.216000,-0.020000,1.994531
0.216000,-0.020000,1.994531
0.216000,-0.020000,1.994531
-0.160000,-0.146000,1.957360
-0.160000,-0.146000,1.957360
-0.160000,-0.146000,1.957360
-0.160000,-0.146000,1.957360
-0.160000,-0.146000,1.957360
-0.124000,-0.082000,2.581745
-0.124000,-0.082000,2.581745
-0.124000,-0.082000,2.581745
-0.124000,-0.082000,2.581745
-0.124000,-0.082000,2.581745
0.074000,-0.100000,2.295503
0.074000,-0.100000,2.295503
0.074000,-0.100000,2.295503
0.074000,-0.100000,2.295503
0.074000,-0.100000,2.295503
0.240000,-0.112000,1.792675
0.240000,-0.112000,1.792675
0.240000,-0.112000,1.792675
0.240000,-0.112000,1.792675
0.240000,-0.112000,1.792675
-0.016000,-0.164000,2.905212
-0.016000,-0.164000,2.905212
-0.016000,-0.164000,2.905212
-0.016000,-0.164000,2.905212
-0.016000,-0.164000,2.905212
-0.178000,-0.006000,2.564006
-0.178000,-0.006000,2.564006
-0.178000,-0.006000,2.564006
-0.178000,-0.006000,2.564006
-0.178000,-0.006000,2.564006
0.080000,0.096000,1.928719
0.080000,0.096000,1.928719
0.080000,0.096000,1.928719
0.080000,0.096000,1.928719
0.080000,0.096000,1.928719
-0.086000,0.162000,2.589357
-0.086000,0.162000,2.589357
-0.086000,0.162000,2.589357
-0.086000,0.162000,2.589357
-0.086000,0.162000,2.589357
0.098000,-0.058000,2.184121
0.098000,-0.058000,2.184121
0.098000,-0.058000,2.184121
0.098000,-0.058000,2.184121
0.098000,-0.058000,2.184121
0.002000,0.008000,2.902831
0.002000,0.008000,2.902831
0.002000,0.008000,2.902831
0.002000,0.008000,2.902831
0.002000,0.008000,2.902831
-0.168000,0.080000,2.029911
-0.168000,0.080000,2.029911
-0.168000,0.080000,2.029911
-0.168000,0.080000,2.029911
-0.168000,0.080000,2.029911
0.014000,0.106000,2.699625
0.014000,0.106000,2.699625
0.014000,0.106000,2.699625
0.014000,0.106000,2.699625
0.014000,0.106000,2.699625
-0.086000,-0.036000,1.948833
-0.086000,-0.036000,1.948833
-0.086000,-0.036000,1.948833
-0.086000,-0.036000,1.948833
-0.086000,-0.036000,1.948833
-0.248000,0.094000,1.687627
-0.248000,0.094000,1.687627
-0.248000,0.094000,1.687627
-0.248000,0.094000,1.687627
-0.248000,0.094000,1.687627
0.142000,0.168000,2.370297
0.142000,0.168000,2.370297
0.142000,0.168000,2.370297
0.142000,0.168000,2.370297
0.142000,0.168000,2.370297
-0.204000,-0.080000,2.220949
-0.204000,-0.080000,2.220949
-0.204000,-0.080000,2.220949
-0.204000,-0.080000,2.220949
-0.204000,-0.080000,2.220949
0.136000,0.066000,1.632375
0.136000,0.066000,1.632375
0.136000,0.066000,1.632375
0.136000,0.066000,1.632375
0.136000,0.066000,1.632375
0.008000,0.090000,1.741480
0.008000,0.090000,1.741480
0.008000,0.090000,1.741480
0.008000,0.090000,1.741480
0.008000,0.090000,1.741480
0.038000,0.038000,2.975461
0.038000,0.038000,2.975461
0.038000,0.038000,2.975461
0.038000,0.038000,2.975461
0.038000,0.038000,2.975461
0.002000,-0.282000,3.106676
0.002000,-0.282000,3.106676
0.002000,-0.282000,3.106676
0.002000,-0.282000,3.106676
0.002000,-0.282000,3.106676
-0.008000,-0.070000,2.153961
-0.008000,-0.070000,2.153961
-0.008000,-0.070000,2.153961
-0.008000,-0.070000,2.153961
-0.008000,-0.070000,2.153961
-0.060000,0.162000,1.888442
-0.060000,0.162000,1.888442
-0.060000,0.162000,1.888442
-0.060000,0.162000,1.888442
-0.060000,0.162000,1.888442
0.008000,0.076000,1.958845
0.008000,0.076000,1.958845
0.008000,0.076000,1.958845
0.008000,0.076000,1.958845
0.008000,0.076000,1.958845
-0.038000,0.102000,1.883525
-0.038000,0.102000,1.883525
-0.038000,0.102000,1.883525
-0.038000,0.102000,1.883525
-0.038000,0.102000,1.883525
0.018000,-0.172000,2.179380
0.018000,-0.172000,2.179380
0.018000,-0.172000,2.179380
0.018000,-0.172000,2.179380
0.018000,-0.172000,2.179380
-0.152000,0.184000,2.130554
-0.152000,0.184000,2.130554
-0.152000,0.184000,2.130554
-0.152000,0.184000,2.130554
-0.152000,0.184000,2.130554
-0.094000,0.078000,2.761238
-0.094000,0.078000,2.761238
-0.094000,0.078000,2.761238
-0.094000,0.078000,2.761238
-0.094000,0.078000,2.761238
-0.160000,-0.000000,2.169839
-0.160000,-0.000000,2.169839
-0.160000,-0.000000,2.169839
-0.160000,-0.000000,2.169839
-0.160000,-0.000000,2.169839
0.010000,-0.014000,2.167779
0.010000,-0.014000,2.167779
0.010000,-0.014000,2.167779
0.010000,-0.014000,2.167779
0.010000,-0.014000,2.167779
0.132000,0.198000,1.791200
0.132000,0.198000,1.791200
0.132000,0.198000,1.791200
0.132000,0.198000,1.791200
0.132000,0.198000,1.791200
-0.034000,0.160000,2.423793
-0.034000,0.160000,2.423793
-0.034000,0.160000,2.423793
-0.034000,0.160000,2.423793
-0.034000,0.160000,2.423793
0.030000,-0.122000,1.332013
0.030000,-0.122000,1.332013
0.030000,-0.122000,1.332013
0.030000,-0.122000,1.332013
0.030000,-0.122000,1.332013
0.090000,0.028000,2.160067
0.090000,0.028000,2.160067
0.090000,0.028000,2.160067
0.090000,0.028000,2.160067
0.090000,0.028000,2.160067
0.094000,0.024000,1.360016
0.094000,0.024000,1.360016
0.094000,0.024000,1.360016
0.094000,0.024000,1.360016
0.094000,0.024000,1.360016
-0.158000,0.274000,1.849463
-0.158000,0.274000,1.849463
-0.158000,0.274000,1.849463
-0.158000,0.274000,1.849463
-0.158000,0.274000,1.849463
0.042000,0.008000,1.821185
0.042000,0.008000,1.821185
0.042000,0.008000,1.821185
0.042000,0.008000,1.821185
0.042000,0.008000,1.821185
-0.254000,-0.028000,2.644578
-0.254000,-0.028000,2.644578
-0.254000,-0.028000,2.644578
-0.254000,-0.028000,2.644578
-0.254000,-0.028000,2.644578
0.026000,-0.084000,1.768103
0.026000,-0.084000,1.768103
0.026000,-0.084000,1.768103
0.026000,-0.084000,1.768103
0.026000,-0.084000,1.768103
-0.126000,-0.054000,2.164735
-0.126000,-0.054000,2.164735
-0.126000,-0.054000,2.164735
-0.126000,-0.054000,2.164735
-0.126000,-0.054000,2.164735
0.144000,-0.262000,1.686782
0.144000,-0.262000,1.686782
0.144000,-0.262000,1.686782
0.144000,-0.262000,1.686782
0.144000,-0.262000,1.686782
-0.144000,0.006000,1.540117
-0.144000,0.006000,1.540117
-0.144000,0.006000,1.540117
-0.144000,0.006000,1.540117
-0.144000,0.006000,1.540117
0.078000,-0.190000,2.147275
0.078000,-0.190000,2.147275
0.078000,-0.190000,2.147275
0.078000,-0.190000,2.147275
0.078000,-0.190000,2.147275
0.034000,0.114000,2.630754
0.034000,0.114000,2.630754
0.034000,0.114000,2.630754
0.034000,0.114000,2.630754
0.034000,0.114000,2.630754
0.150000,-0.226000,2.328649
0.150000,-0.226000,2.328649
0.150000,-0.226000,2.328649
0.150000,-0.226000,2.328649
0.150000,-0.226000,2.328649
-0.090000,0.094000,1.536823
-0.090000,0.094000,1.536823
-0.090000,0.094000,1.536823
-0.090000,0.094000,1.536823
-0.090000,0.094000,1.536823
-0.074000,0.138000,1.790065
-0.074000,0.138000,1.790065
-0.074000,0.138000,1.790065
-0.074000,0.138000,1.790065
-0.074000,0.138000,1.790065
0.312000,0.132000,2.086741
0.312000,0.132000,2.086741
0.312000,0.132000,2.086741
0.312000,0.132000,2.086741
0.312000,0.132000,2.086741
-0.054000,0.008000,1.225677
-0.054000,0.008000,1.225677
-0.054000,0.008000,1.225677
-0.054000,0.008000,1.225677
-0.054000,0.008000,1.225677
0.054000,0.018000,2.323887
0.054000,0.018000,2.323887
0.054000,0.018000,2.323887
0.054000,0.018000,2.323887
0.054000,0.018000,2.323887
0.102000,0.094000,2.837700
0.102000,0.094000,2.837700
0.102000,0.094000,2.837700
0.102000,0.094000,2.837700
0.102000,0.094000,2.837700
0.060000,0.032000,1.989079
0.060000,0.032000,1.989079
0.060000,0.032000,1.989079
0.060000,0.032000,1.989079
0.060000,0.032000,1.989079
-0.112000,0.194000,1.723085
-0.112000,0.194000,1.723085
-0.112000,0.194000,1.723085
-0.112000,0.194000,1.723085
-0.112000,0.194000,1.723085
-0.050000,-0.012000,2.434680
-0.050000,-0.012000,2.434680
-0.050000,-0.012000,2.434680
-0.050000,-0.012000,2.434680
-0.050000,-0.012000,2.434680
0.070000,0.036000,2.317814
0.070000,0.036000,2.317814
0.070000,0.036000,2.317814
0.070000,0.036000,2.317814
0.070000,0.036000,2.317814
0.160000,-0.012000,2.293722
0.160000,-0.012000,2.293722
0.160000,-0.012000,2.293722
0.160000,-0.012000,2.293722
0.160000,-0.012000,2.293722
0.012000,0.012000,1.929092
0.012000,0.012000,1.929092
0.012000,0.012000,1.929092
0.012000,0.012000,1.929092
0.012000,0.012000,1.929092
-0.018000,-0.094000,2.347078
-0.018000,-0.094000,2.347078
-0.018000,-0.094000,2.347078
-0.018000,-0.094000,2.347078
-0.018000,-0.094000,2.347078
0.074000,0.050000,2.639757
0.074000,0.050000,2.639757
0.074000,0.050000,2.639757
0.074000,0.050000,2.639757
0.074000,0.050000,2.639757
0.096000,-0.012000,1.904987
0.096000,-0.012000,1.904987
0.096000,-0.012000,1.904987
0.096000,-0.012000,1.904987
0.096000,-0.012000,1.904987
0.078000,0.322000,2.672249
0.078000,0.322000,2.672249
0.078000,0.322000,2.672249
0.078000,0.322000,2.672249
0.078000,0.322000,2.672249
-0.038000,0.064000,1.493041
-0.038000,0.064000,1.493041
-0.038000,0.064000,1.493041
-0.038000,0.064000,1.493041
-0.038000,0.064000,1.493041
-0.324000,0.168000,2.098739
-0.324000,0.168000,2.098739
-0.324000,0.168000,2.098739
-0.324000,0.168000,2.098739
-0.324000,0.168000,2.098739
-0.164000,0.090000,1.844157
-0.164000,0.090000,1.844157
-0.164000,0.090000,1.844157
-0.164000,0.090000,1.844157
-0.164000,0.090000,1.844157
0.342000,0.128000,2.473774
0.342000,0.128000,2.473774
0.342000,0.128000,2.473774
0.342000,0.128000,2.473774
0.342000,0.128000,2.473774
-0.094000,-0.190000,3.115151
-0.094000,-0.190000,3.115151
-0.094000,-0.190000,3.115151
-0.094000,-0.190000,3.115151
-0.094000,-0.190000,3.115151
0.082000,-0.176000,3.082980
0.082000,-0.176000,3.082980
0.082000,-0.176000,3.082980
0.082000,-0.176000,3.082980
0.082000,-0.176000,3.082980
0.156000,0.200000,1.935684
0.156000,0.200000,1.935684
0.156000,0.200000,1.935684
0.156000,0.200000,1.935684
0.156000,0.200000,1.935684
0.292000,-0.038000,1.866256
0.292000,-0.038000,1.866256
0.292000,-0.038000,1.866256
0.292000,-0.038000,1.866256
0.292000,-0.038000,1.866256
-0.218000,0.090000,2.953510
-0.218000,0.090000,2.953510
-0.218000,0.090000,2.953510
-0.218000,0.090000,2.953510
-0.218000,0.090000,2.953510
0.044000,-0.004000,2.234560
0.044000,-0.004000,2.234560
0.044000,-0.004000,2.234560
0.044000,-0.004000,2.234560
0.044000,-0.004000,2.234560
-0.370000,-0.264000,1.807547
-0.370000,-0.264000,1.807547
-0.370000,-0.264000,1.807547
-0.370000,-0.264000,1.807547
-0.370000,-0.264000,1.807547
0.098000,-0.096000,1.848102
0.098000,-0.096000,1.848102
0.098000,-0.096000,1.848102
0.098000,-0.096000,1.848102
0.098000,-0.096000,1.848102
0.174000,-0.058000,2.521983
0.174000,-0.058000,2.521983
0.174000,-0.058000,2.521983
0.174000,-0.058000,2.521983
0.174000,-0.058000,2.521983
-0.032000,-0.140000,2.331587
-0.032000,-0.140000,2.331587
-0.032000,-0.140000,2.331587
-0.032000,-0.140000,2.331587
-0.032000,-0.140000,2.331587
0.208000,0.128000,1.617339
0.208000,0.128000,1.617339
0.208000,0.128000,1.617339
0.208000,0.128000,1.617339
0.208000,0.128000,1.617339
0.002000,-0.104000,2.620621
0.002000,-0.104000,2.620621
0.002000,-0.104000,2.620621
0.002000,-0.104000,2.620621
0.002000,-0.104000,2.620621
0.088000,0.032000,2.396289
0.088000,0.032000,2.396289
0.088000,0.032000,2.396289
0.088000,0.032000,2.396289
0.088000,0.032000,2.396289
-0.104000,0.110000,2.332234
-0.104000,0.110000,2.332234
-0.104000,0.110000,2.332234
-0.104000,0.110000,2.332234
-0.104000,0.110000,2.332234
-0.154000,-0.078000,1.424954
-0.154000,-0.078000,1.424954
-0.154000,-0.078000,1.424954
-0.154000,-0.078000,1.424954
-0.154000,-0.078000,1.424954
-0.076000,0.074000,2.189796
-0.076000,0.074000,2.189796
-0.076000,0.074000,2.189796
-0.076000,0.074000,2.189796
-0.076000,0.074000,2.189796
0.264000,-0.036000,2.483295
0.264000,-0.036000,2.483295
0.264000,-0.036000,2.483295
0.264000,-0.036000,2.483295
0.264000,-0.036000,2.483295
0.124000,0.062000,1.505312
0.124000,0.062000,1.505312
0.124000,0.062000,1.505312
0.124000,0.062000,1.505312
0.124000,0.062000,1.505312
0.138000,-0.078000,1.941279
0.138000,-0.078000,1.941279
0.138000,-0.078000,1.941279
0.138000,-0.078000,1.941279
0.138000,-0.078000,1.941279
0.192000,0.282000,2.241287
0.192000,0.282000,2.241287
0.192000,0.282000,2.241287
